cadena,gamma_Nm,tau_anios,k_top,chi_ms,prob
D,1.5921e+19,4.5966,0.13879,0.28393,0.36505
D,1.8577e+19,3.8994,0.18096,0.29735,0.33113
D,1.693e+19,10.624,0.51774,0.23672,0.49636
D,4.2964e+18,20.52,0.13407,0.22286,0.5375
D,1.4686e+19,6.7793,0.38115,0.23771,0.49345
D,2.2942e+19,3.3534,0.026486,0.23531,0.5005
D,3.2219e+19,2.2216,0.044037,0.14922,0.75703
D,5.5559e+18,21.356,0.093664,0.24823,0.46291
D,1.8372e+19,6.1426,0.1501,0.29545,0.33583
D,8.4042e+18,22.045,0.34966,0.23226,0.50951
D,1.4157e+19,5.2132,0.08178,0.29982,0.3251
D,9.4922e+18,10.582,0.13564,0.17034,0.69579
D,1.5156e+19,6.7393,0.26888,0.21371,0.56501
D,1.7633e+19,7.4572,0.47314,0.28301,0.36745
D,1.3602e+19,7.5043,0.23255,0.26368,0.41934
D,1.6551e+19,9.4456,0.38863,0.19259,0.62898
D,1.1414e+19,11.19,0.21565,0.15334,0.74535
D,1.7443e+19,4.6676,0.15836,0.26739,0.40913
D,1.1697e+19,8.4235,0.12724,0.28459,0.36336
D,1.6473e+19,7.5117,0.52025,0.2504,0.45668
D,1.8491e+19,6.6576,0.40704,0.29091,0.3472
D,1.9219e+19,6.4796,0.49976,0.28474,0.36297
D,1.7765e+19,2.7913,0.011382,0.20803,0.58221
D,2.258e+19,2.2987,0.15254,0.22316,0.53661
D,1.255e+19,6.445,0.21824,0.29182,0.34491
D,1.62e+19,5.8586,0.18178,0.11846,0.83912
D,1.5367e+19,5.2629,0.081817,0.2363,0.49758
D,2.2658e+19,3.8069,0.2303,0.20324,0.59671
D,1.2248e+19,20.065,0.55303,0.17117,0.69335
D,1.2952e+19,6.36,0.00075492,0.31015,0.30047
D,2.8684e+19,1.8518,0.0036285,0.27413,0.39088
D,1.3721e+19,6.3582,0.090625,0.2877,0.35535
D,1.9864e+19,3.9114,0.03687,0.24781,0.46411
D,1.6672e+19,6.2684,0.36741,0.29241,0.34342
D,4.9896e+18,36.023,0.040715,0.23079,0.51385
D,7.4045e+18,10.759,0.13582,0.2492,0.46014
D,1.7322e+19,9.4614,1.1863,0.19038,0.6357
D,1.7433e+19,6.6675,0.83428,0.30699,0.30788
D,1.7416e+19,7.0093,0.21024,0.19524,0.62095
D,1.3791e+19,8.017,0.10639,0.27578,0.38649
D,2.0031e+19,7.6557,0.63741,0.27305,0.39377
D,9.6673e+18,10.811,0.094689,0.27979,0.37585
D,1.7099e+19,19.82,0.73854,0.23746,0.4942
D,1.0041e+19,10.661,0.22293,0.20829,0.58141
D,1.5873e+19,4.6279,0.34699,0.22364,0.53517
D,2.4328e+19,2.9534,0.13584,0.25265,0.45028
D,1.6776e+19,6.5069,0.23549,0.075293,0.93159
D,8.2986e+18,7.6026,0.16296,0.23428,0.50355
D,1.6309e+19,5.2123,0.36178,0.16337,0.71632
D,1.0738e+19,8.1406,0.43932,0.23118,0.5127
D,2.7868e+19,3.821,0.52728,0.18439,0.65376
D,2.5823e+19,3.0353,0.092813,0.17259,0.68912
D,3.1567e+19,1.5336,0.032143,0.29566,0.33532
D,1.3828e+19,6.6118,0.27971,0.20105,0.60335
D,1.1912e+19,10.696,1.1476,0.22258,0.53832
D,1.8345e+19,4.1381,0.17267,0.28163,0.37103
D,1.7097e+19,11.032,1.1472,0.18521,0.6513
D,1.7376e+19,5.1769,0.20083,0.27914,0.37758
D,5.8011e+18,23.045,0.098175,0.20154,0.60186
D,1.2663e+19,7.8484,0.32109,0.20098,0.60355
D,2.2568e+19,3.05,0.056127,0.14759,0.76164
D,1.7673e+19,3.2867,0.010685,0.26326,0.4205
D,1.4337e+19,11.272,0.43369,0.23578,0.49912
D,7.4051e+18,10.668,0.54622,0.30367,0.31579
D,3.3666e+18,133.39,0.14097,0.27298,0.39397
D,1.8563e+19,8.1969,0.51193,0.1495,0.75627
D,1.3525e+19,3.746,0.06215,0.28701,0.35711
D,1.1358e+19,5.3177,0.079115,0.20943,0.57796
D,9.8519e+18,10.146,0.1124,0.10727,0.86602
D,7.7231e+18,14.04,0.16233,0.23748,0.49414
D,6.136e+18,17.326,0.40354,0.22085,0.54352
D,2.4749e+19,4.1373,0.14026,0.19214,0.63035
D,8.5982e+18,9.752,0.016065,0.18751,0.64436
D,1.46e+19,6.8754,0.3233,0.21237,0.56908
D,1.1869e+19,6.6079,0.37256,0.27674,0.38392
D,3.6832e+19,2.028,0.17212,0.17832,0.67201
D,6.6085e+18,17.226,0.22186,0.25433,0.4455
D,2.0942e+19,7.6461,0.49419,0.22796,0.52228
D,1.8347e+19,4.7067,0.32532,0.29984,0.32505
D,2.0891e+19,3.1813,0.09558,0.185,0.65194
D,1.7814e+19,2.9171,0.0012498,0.22371,0.53496
D,8.7797e+18,9.8013,0.18024,0.24761,0.46468
D,1.2663e+19,12.025,0.31416,0.17737,0.67486
D,5.5584e+18,18.232,0.079726,0.23952,0.48816
D,1.134e+19,11.47,0.33239,0.30254,0.31851
D,1.5168e+19,9.4191,0.15848,0.29277,0.34252
D,9.3249e+18,15.056,0.48141,0.18258,0.65922
D,1.7278e+19,8.0508,0.42577,0.26396,0.41856
D,1.1665e+19,9.346,0.33772,0.27113,0.39896
D,1.4739e+19,8.162,0.42237,0.29709,0.33177
D,1.3304e+19,5.2966,0.18525,0.27651,0.38453
D,2.2082e+19,3.1396,0.21338,0.26769,0.4083
D,1.4123e+19,5.9264,0.18044,0.29265,0.34281
D,1.0027e+19,7.6824,0.21941,0.21591,0.55839
D,1.0224e+19,11.975,0.32664,0.25591,0.44105
D,1.1176e+19,10.3,0.4518,0.21555,0.55945
D,1.7922e+19,4.5682,0.044269,0.25252,0.45063
D,1.6689e+19,5.7227,0.26055,0.27042,0.40087
D,1.3633e+19,6.8247,0.43856,0.2812,0.37217
D,1.4228e+19,4.1226,0.10481,0.14518,0.76839
D,5.2759e+18,15.693,0.069297,0.19514,0.62128
D,1.4307e+19,6.599,0.28436,0.25251,0.45067
D,3.2404e+19,2.1135,0.17722,0.22339,0.53592
D,5.1432e+19,1.1625,0.070833,0.20447,0.59297
D,3.1747e+19,2.6171,0.16003,0.30732,0.30711
D,3.5799e+19,1.4869,0.047559,0.26833,0.40657
D,2.444e+19,3.946,0.38788,0.19504,0.62156
D,1.7531e+19,25.344,1.3287,0.26931,0.40389
D,2.0984e+19,7.045,1.1449,0.29452,0.33814
D,4.6091e+18,15.181,0.034683,0.2991,0.32686
D,2.0055e+19,3.8967,0.15048,0.2043,0.59349
D,7.2656e+18,15.078,0.26106,0.24775,0.46429
D,1.0069e+19,9.3308,0.16881,0.20513,0.59098
D,5.3453e+18,21.67,0.26657,0.30208,0.31961
D,9.0907e+18,16.966,0.46495,0.23776,0.4933
D,1.3178e+19,4.8566,0.30607,0.30771,0.30619
D,1.425e+19,8.9192,0.15252,0.27444,0.39007
D,2.0178e+19,3.0917,0.018434,0.29273,0.34262
D,1.1955e+19,7.9519,0.25841,0.30555,0.31128
D,5.8008e+18,16.213,0.034181,0.28235,0.36916
D,1.4935e+19,7.1859,0.42145,0.12267,0.82853
D,1.0774e+19,13.571,0.44712,0.16713,0.70527
D,1.1049e+19,16.984,0.44697,0.24839,0.46243
D,1.2896e+19,15.509,0.56566,0.28563,0.36065
D,1.7374e+19,7.1795,0.29107,0.16814,0.7023
D,1.0788e+19,10.239,0.36972,0.29479,0.33747
D,1.1418e+19,14.7,0.2343,0.30023,0.32408
D,2.6053e+19,3.5821,0.19179,0.30649,0.30907
D,1.1514e+19,6.4404,0.0066342,0.14238,0.77615
D,9.85e+18,7.2994,0.037854,0.18482,0.65247
D,1.7322e+19,8.0054,0.50724,0.27895,0.37807
D,1.3496e+19,6.6703,0.070762,0.23178,0.51092
D,7.534e+18,16.659,0.083329,0.30747,0.30674
D,1.1449e+19,8.6185,0.06809,0.30267,0.31818
D,2.602e+19,3.4827,0.15985,0.13786,0.78855
D,4.3806e+19,1.6097,0.091936,0.15375,0.74417
D,2.2901e+19,4.6035,0.075186,0.28112,0.37239
D,3.7911e+19,1.2269,0.02362,0.26162,0.42503
D,8.7665e+19,0.90114,0.18697,0.29757,0.33059
D,8.3698e+19,0.96697,0.053214,0.21263,0.56827
D,9.7003e+19,0.71363,0.080822,0.23842,0.49138
D,8.5271e+19,0.75016,0.062373,0.20849,0.58081
D,9.6684e+19,0.66551,0.0091507,0.28565,0.36061
D,1.0842e+20,0.55894,0.11756,0.26437,0.41743
D,9.9612e+19,0.62375,0.0066005,0.29815,0.32918
D,9.8919e+19,0.78663,0.10235,0.28253,0.36869
D,9.4682e+19,0.66562,0.077727,0.2885,0.35331
D,6.3735e+19,1.1681,0.15306,0.18499,0.65197
D,4.8258e+19,1.5567,0.12587,0.22168,0.54102
D,2.7024e+19,2.7101,0.10227,0.23359,0.50558
D,3.6541e+19,1.8639,0.065673,0.15267,0.74725
D,1.9986e+19,3.6168,0.20202,0.21081,0.57379
D,1.8302e+19,5.0761,0.17549,0.14082,0.78045
D,1.3591e+19,13.084,0.65941,0.17426,0.68415
D,1.3083e+19,6.4563,0.44046,0.22822,0.52149
D,1.7108e+19,4.0326,0.14163,0.19715,0.61518
D,1.0156e+19,10.756,0.081232,0.2694,0.40365
D,7.1742e+18,13.417,0.10666,0.18599,0.64893
D,2.7326e+19,4.4676,0.47737,0.27192,0.39684
D,1.4353e+19,10.406,0.3009,0.24968,0.45876
D,1.139e+19,6.409,0.067032,0.2272,0.52452
D,5.4682e+18,20.425,0.13922,0.14104,0.77986
D,6.7843e+18,17.645,0.36647,0.18182,0.6615
D,1.8833e+19,3.4803,0.37661,0.25413,0.44608
D,1.6151e+19,4.8243,0.20386,0.23931,0.48878
D,1.1257e+19,5.3048,0.073779,0.22966,0.51722
D,2.6103e+19,3.6068,0.14939,0.22635,0.52707
D,1.5057e+19,15.638,0.92366,0.30202,0.31975
D,1.2721e+19,14.302,0.62685,0.19875,0.61032
D,1.6215e+19,9.0486,0.47975,0.28126,0.372
D,2.4127e+19,4.0218,0.25997,0.15145,0.75071
D,1.5174e+19,5.4732,0.36127,0.1952,0.62108
D,6.5975e+18,13.398,0.14807,0.27091,0.39956
D,1.3548e+19,11.312,0.50608,0.12893,0.81239
D,1.5541e+19,35.1,0.80265,0.27819,0.38007
D,1.3694e+19,10.201,0.35141,0.26497,0.41577
D,8.8768e+18,24.912,0.46332,0.21867,0.55007
D,5.395e+18,15.756,0.15445,0.27507,0.38838
D,1.0948e+19,11.976,0.30135,0.2368,0.49614
D,1.4779e+19,8.7281,0.54669,0.20728,0.58447
D,6.3498e+18,14.412,0.16418,0.23929,0.48884
D,7.6346e+18,12.212,0.16761,0.29999,0.32468
D,1.5886e+19,6.1871,0.21542,0.079408,0.92421
D,4.7509e+18,15.162,0.031422,0.22897,0.51927
D,1.5273e+19,6.6261,0.41899,0.2135,0.56565
D,1.5614e+19,5.1497,0.36837,0.19257,0.62905
D,2.2481e+19,4.2464,0.08622,0.20937,0.57815
D,3.698e+19,2.4534,0.16791,0.26976,0.40268
D,2.4045e+19,3.4281,0.19237,0.29761,0.3305
D,2.2598e+19,6.3618,0.35282,0.22451,0.53256
D,1.1355e+19,18.744,0.71337,0.23309,0.50705
D,7.6693e+18,12.193,0.16054,0.096249,0.89066
D,1.4431e+19,5.1305,0.27965,0.24548,0.47084
D,1.6919e+19,14.542,0.6879,0.25889,0.43267
D,1.7162e+19,17.952,1.1111,0.29588,0.33476
D,1.6449e+19,5.0727,0.31865,0.18334,0.65693
D,1.3252e+19,14.235,0.57883,0.1797,0.66789
D,1.3616e+19,17.124,0.56019,0.21733,0.55409
D,1.29e+19,8.5463,0.42335,0.23706,0.49535
D,8.1101e+18,15.775,0.20281,0.24148,0.48243
D,1.392e+19,6.7758,0.3761,0.091358,0.90093
D,2.6146e+19,3.1249,0.15645,0.2308,0.51384
D,1.592e+19,4.472,0.21272,0.19804,0.61249
D,8.3671e+18,10.126,0.05128,0.26167,0.42491
D,1.7455e+19,9.0972,0.2388,0.29961,0.32559
D,1.2671e+19,5.2455,0.18385,0.19489,0.62203
D,7.7645e+18,45.205,0.25274,0.27451,0.38987
D,1.2346e+19,6.7898,0.12193,0.2873,0.35638
D,1.0456e+19,31.776,0.39421,0.30179,0.32032
D,1.5765e+19,8.0899,0.17819,0.16631,0.70771
D,3.4907e+19,2.223,0.055982,0.28684,0.35756
D,4.2724e+19,1.6966,0.084875,0.098211,0.88642
D,3.7889e+19,1.5713,0.092503,0.30097,0.3223
D,1.5532e+19,4.0563,0.067317,0.16886,0.70018
D,1.5317e+19,8.4199,0.68939,0.29903,0.32702
D,2.1713e+19,7.3678,0.75924,0.24296,0.47814
D,1.6368e+19,23.41,1.1148,0.30671,0.30855
D,1.1336e+19,7.9866,0.11949,0.13184,0.80471
D,5.4818e+19,1.1556,0.027601,0.25128,0.45419
D,7.089e+19,0.9644,0.011261,0.24138,0.48273
D,4.53e+19,2.5257,0.36049,0.29674,0.33265
D,4.0769e+19,1.8429,0.46777,0.30988,0.3011
D,3.8296e+19,1.8833,0.13783,0.20314,0.59702
D,5.3116e+18,22.729,0.37691,0.21558,0.55938
D,1.4889e+19,6.4613,0.27213,0.26987,0.40238
D,8.0842e+18,11.119,0.79901,0.30352,0.31614
D,6.6274e+18,9.9301,0.012719,0.23889,0.49001
D,1.9835e+19,6.6285,0.53483,0.18257,0.65925
D,3.8372e+19,2.0562,0.093059,0.28434,0.364
D,1.5225e+19,14.931,0.64701,0.24588,0.46967
D,1.3251e+19,9.5367,0.51441,0.13167,0.80517
D,9.6679e+18,8.9444,0.098897,0.15129,0.75118
D,1.1843e+19,8.4296,0.24327,0.21408,0.56389
D,4.1495e+19,1.9064,0.066307,0.27351,0.39254
D,3.9381e+19,2.0417,0.16533,0.15039,0.75373
D,4.7704e+19,1.2804,0.070633,0.26363,0.41948
D,7.7142e+19,0.74259,0.018736,0.24748,0.46506
D,6.5145e+19,1.0761,0.062898,0.086567,0.91058
D,6.1175e+19,1.3386,0.14888,0.27302,0.39386
D,7.9433e+19,0.85855,0.083728,0.13986,0.78309
D,6.1832e+19,1.5218,0.19524,0.30914,0.30283
D,5.3087e+19,1.3258,0.031897,0.15619,0.73717
D,4.4987e+19,1.722,0.18628,0.19377,0.62543
D,4.4833e+19,1.126,0.048649,0.23992,0.48698
D,4.2352e+19,2.1588,0.035825,0.30144,0.32115
D,6.3933e+18,13.04,0.33104,0.31028,0.30017
D,1.3623e+19,6.0128,0.20005,0.30788,0.30578
D,9.5029e+18,6.4366,0.056862,0.20401,0.59436
D,1.0566e+19,11.308,0.26025,0.22986,0.51662
D,1.3881e+19,11.607,0.55936,0.26933,0.40384
D,1.9582e+19,5.388,0.20362,0.23607,0.49827
D,1.3213e+19,17.314,0.58167,0.27161,0.39766
D,9.313e+18,11.351,0.011801,0.2543,0.44559
D,8.9818e+18,20.142,0.26012,0.27278,0.39451
D,1.4652e+19,29.026,1.4153,0.27938,0.37694
D,1.4251e+19,4.4776,0.18219,0.26476,0.41635
D,1.5391e+19,7.9632,0.30191,0.26595,0.41308
D,1.4094e+19,9.6604,0.76836,0.18918,0.63931
D,1.4965e+19,6.6435,0.26638,0.16862,0.70089
D,6.2994e+18,17.455,0.13448,0.26316,0.42078
D,1.6275e+19,6.2944,0.17294,0.17595,0.67911
D,1.2726e+19,6.3316,0.34862,0.26553,0.41423
D,1.4603e+19,4.3146,0.27791,0.22062,0.54421
D,1.0091e+19,10.849,0.18867,0.25646,0.43949
D,1.579e+19,3.9313,0.11799,0.22476,0.53182
D,1.5569e+19,8.5078,0.34633,0.27264,0.39489
D,9.4126e+18,7.4802,0.10485,0.29112,0.34668
D,1.1439e+19,13.777,0.65069,0.18689,0.64622
D,1.6012e+19,5.6198,0.23433,0.21806,0.55191
D,3.1002e+19,1.2999,0.050503,0.23783,0.4931
D,1.9261e+19,3.9939,0.10444,0.24334,0.47702
D,6.4512e+18,15.976,0.035929,0.2895,0.35077
D,9.8642e+18,9.7929,0.313,0.25491,0.44386
D,9.8492e+18,9.2821,0.4622,0.26782,0.40795
D,1.7992e+19,12.096,0.55343,0.30841,0.30454
D,1.0829e+19,15.87,0.72591,0.24158,0.48213
D,5.369e+18,21.021,0.37878,0.2682,0.40691
D,2.0951e+19,3.7885,0.044718,0.19694,0.61581
D,1.2494e+19,4.6492,0.044275,0.20524,0.59065
D,9.2186e+18,7.5348,0.23273,0.2594,0.43124
D,6.3439e+18,34.984,0.18835,0.23831,0.49169
D,1.0904e+19,9.8154,0.55154,0.27568,0.38674
D,1.2388e+19,11.369,0.39086,0.24367,0.47608
D,2.9629e+19,2.9479,0.12182,0.16531,0.71063
D,1.3696e+19,23.25,0.7797,0.21799,0.55211
D,1.6e+19,5.3281,0.46825,0.17649,0.6775
D,1.4053e+19,5.2701,0.085801,0.28794,0.35474
D,7.0066e+18,11.301,0.031077,0.25875,0.43306
D,9.8772e+18,10.602,0.26529,0.25259,0.45045
D,1.1006e+19,22.401,0.46918,0.3015,0.32102
D,3.6714e+18,16.669,0.06167,0.2022,0.59986
D,1.4027e+19,9.6916,0.57963,0.25363,0.44748
D,1.0084e+19,6.7688,0.13905,0.19747,0.6142
D,1.8552e+19,6.2918,0.3865,0.15135,0.75101
D,2.1523e+19,5.725,0.35547,0.072249,0.93683
D,3.4608e+19,3.1649,0.63175,0.23634,0.49748
D,3.6503e+19,3.0767,0.25144,0.3095,0.30199
D,2.7357e+19,2.8511,0.071054,0.26142,0.42561
D,2.0055e+19,5.2113,0.42395,0.26939,0.40368
D,7.0534e+18,14.358,0.16035,0.28579,0.36025
D,1.4609e+19,16.898,0.6017,0.22707,0.52493
D,1.0758e+19,7.0204,0.16735,0.14559,0.76724
D,2.4465e+19,2.6258,0.10315,0.29247,0.34327
D,2.5043e+19,4.789,0.2459,0.28668,0.35796
D,5.1381e+19,1.8623,0.18626,0.25496,0.44371
D,1.1575e+19,47.047,0.88847,0.24303,0.47792
D,1.1132e+19,9.1763,0.23151,0.30261,0.31832
D,9.6538e+18,11.429,0.16416,0.22729,0.52428
D,2.9257e+19,3.268,0.0072584,0.19206,0.6306
D,2.4501e+19,3.3997,0.43802,0.23106,0.51305
D,1.91e+19,5.9091,0.21356,0.2567,0.43882
D,5.6097e+18,17.822,0.13743,0.24761,0.4647
D,2.1664e+19,13.751,1.9145,0.29426,0.33879
D,2.3177e+19,3.5007,0.37422,0.10043,0.88154
D,2.0749e+19,3.5614,0.28896,0.19179,0.6314
D,2.4654e+19,5.2078,0.46678,0.30917,0.30276
D,7.0103e+18,24.626,0.20346,0.23781,0.49316
D,6.2618e+18,15.342,0.046448,0.23372,0.50521
D,1.5035e+19,10.621,1.0768,0.28984,0.34992
D,9.7888e+18,9.3179,0.37609,0.27814,0.3802
D,1.8815e+19,3.6419,0.21454,0.29227,0.34377
D,1.4235e+19,4.4603,0.031884,0.21382,0.5647
D,1.4604e+19,4.6785,0.26498,0.2999,0.32488
D,1.0677e+19,10.394,0.23268,0.26343,0.42002
D,9.0113e+18,13.674,0.26971,0.27728,0.3825
D,1.0176e+19,4.8925,0.064451,0.29848,0.32837
D,1.8716e+19,5.3817,0.47241,0.26335,0.42024
D,9.5467e+18,9.1918,0.14806,0.29818,0.3291
D,7.1751e+18,18.965,0.10205,0.26597,0.41302
D,1.4569e+19,7.5802,0.94128,0.22808,0.5219
D,1.0789e+19,10.191,0.039988,0.23305,0.50717
D,1.4102e+19,8.0707,0.74513,0.22868,0.52013
D,1.9399e+19,20.144,0.97808,0.27201,0.39658
D,2.0114e+19,3.9197,0.29958,0.19744,0.6143
D,3.2845e+19,2.9812,0.12644,0.16722,0.70502
D,4.2324e+19,1.3228,0.052465,0.28769,0.35538
D,5.4952e+19,1.0194,0.075171,0.2557,0.44164
D,3.5573e+19,2.4324,0.27305,0.21881,0.54964
D,2.6964e+19,3.5805,0.47711,0.26917,0.40428
D,1.2226e+19,8.2261,0.24701,0.16774,0.70348
D,8.3552e+18,5.5734,0.39449,0.31016,0.30045
D,1.536e+19,7.0669,0.251,0.24579,0.46994
D,2.4061e+19,2.7375,0.086731,0.25165,0.45311
D,1.352e+19,6.4794,0.1206,0.12338,0.82672
D,1.4525e+19,5.234,0.1531,0.29022,0.34895
D,1.6008e+19,25.452,0.92678,0.17142,0.6926
D,1.658e+19,3.8522,0.13971,0.19191,0.63106
D,8.9147e+18,54.52,0.50289,0.24225,0.48021
D,7.7827e+18,10.594,0.20739,0.11988,0.83556
D,8.822e+18,14.884,0.22517,0.30592,0.31043
D,9.0582e+18,10.737,0.24595,0.21231,0.56925
D,1.4987e+19,5.2877,0.062336,0.21153,0.5716
D,1.4739e+19,4.4478,0.16306,0.21403,0.56406
D,2.1985e+19,5.7897,0.61875,0.25346,0.44796
D,7.8753e+18,12.698,0.055905,0.19692,0.61587
D,7.9317e+18,16.26,0.41585,0.23242,0.50904
D,1.0884e+19,7.5694,0.11289,0.113,0.85247
D,1.9656e+19,6.8432,0.62641,0.26592,0.41316
D,1.45e+19,7.8596,0.61746,0.19024,0.6361
D,1.3668e+19,6.1552,0.0085668,0.24964,0.45886
D,1.1048e+19,5.7994,0.097506,0.29846,0.32842
D,5.7748e+18,12.923,0.025386,0.22388,0.53445
D,1.4353e+19,8.9567,0.61285,0.12628,0.81928
D,1.5332e+19,4.8837,0.15676,0.28078,0.37326
D,1.2844e+19,6.2624,0.018838,0.24729,0.46561
D,1.0527e+19,9.1732,0.090047,0.29863,0.32799
D,1.4016e+19,6.4192,0.48306,0.1564,0.73656
D,1.2887e+19,6.6596,0.12132,0.29627,0.33381
D,1.3457e+19,5.2697,0.069017,0.27518,0.38807
D,2.2655e+19,2.9599,0.079352,0.13704,0.79078
D,1.4339e+19,7.7658,0.44018,0.25685,0.4384
D,1.3766e+19,5.2025,0.11198,0.23982,0.48727
D,1.4041e+19,6.1348,0.64913,0.17236,0.68981
D,1.8121e+19,3.947,0.22867,0.2161,0.55781
D,5.8057e+18,16.659,0.064363,0.24807,0.46337
D,7.0999e+18,20.574,0.19807,0.25414,0.44604
D,1.363e+19,7.2338,0.19045,0.16724,0.70496
D,7.8561e+18,13.179,0.39107,0.2211,0.54278
D,8.706e+18,17.41,0.29052,0.13391,0.7992
D,4.2883e+18,35.817,0.084956,0.26772,0.40822
D,1.8714e+19,4.1074,0.40622,0.23467,0.5024
D,1.4576e+19,6.2207,0.18282,0.21718,0.55455
D,6.6931e+18,15.18,0.10403,0.23071,0.51411
D,7.1249e+18,11.587,0.19457,0.12139,0.83179
D,1.4388e+19,13.695,0.88339,0.29727,0.33135
D,1.077e+19,9.4093,0.42589,0.2915,0.34572
D,1.5463e+19,10.491,0.31762,0.072594,0.93625
D,1.1678e+19,8.3365,0.13,0.18991,0.6371
D,1.9836e+19,8.9125,0.89481,0.23737,0.49445
D,2.4874e+19,3.1658,0.2233,0.29194,0.34461
D,5.3906e+18,18.243,0.152,0.26831,0.40661
D,1.1429e+19,8.8534,0.40208,0.26704,0.41008
D,9.4343e+18,20.06,0.73147,0.26788,0.40779
D,9.6168e+18,10.631,0.16647,0.26825,0.40677
D,1.0748e+19,7.3783,0.29461,0.30892,0.30334
D,1.5739e+19,8.3749,0.42711,0.23465,0.50244
D,4.4237e+19,1.4821,0.0074359,0.15368,0.74437
D,4.5405e+19,1.4662,0.028519,0.26826,0.40675
D,1.4407e+19,16.126,0.57147,0.27888,0.37826
D,1.0863e+19,12.852,0.22454,0.22241,0.53884
D,8.4257e+18,12.265,0.20222,0.23242,0.50903
D,4.8667e+18,16.985,0.17494,0.26512,0.41536
D,1.5346e+19,8.7856,0.39083,0.18466,0.65295
D,1.5795e+19,4.87,0.0698,0.15844,0.73067
D,2.4373e+19,6.818,0.54146,0.26156,0.42522
D,2.1043e+19,7.0652,0.79025,0.30192,0.31999
D,1.9848e+19,3.6858,0.23284,0.22529,0.53024
D,1.646e+19,3.9772,0.16077,0.30774,0.30612
D,7.4609e+18,12.055,0.090035,0.28864,0.35295
D,2.2009e+19,9.0016,0.62064,0.24268,0.47894
D,1.8203e+19,13.852,1.2856,0.25632,0.43989
D,1.503e+19,7.3708,0.11726,0.23255,0.50865
D,6.9583e+18,10.238,0.021049,0.24067,0.48479
D,1.2443e+19,10.237,0.36508,0.30468,0.31337
D,9.0288e+18,6.9141,0.13035,0.23468,0.50236
D,1.8957e+19,6.5626,0.4788,0.30462,0.3135
D,7.3054e+18,12.92,0.10121,0.28277,0.36807
D,1.2078e+19,10.845,0.35755,0.1455,0.7675
D,1.3723e+19,3.7102,0.077888,0.21143,0.57191
D,2.7646e+19,3.0385,0.19559,0.218,0.55207
D,1.0964e+19,6.2973,0.18433,0.25641,0.43962
D,2.4995e+19,2.4636,0.10713,0.25313,0.44891
D,1.5197e+19,5.8723,0.34267,0.30546,0.31151
D,1.7859e+19,6.1678,0.23056,0.25227,0.45135
D,2.1265e+19,2.943,0.1045,0.26847,0.40617
D,1.3862e+19,6.3886,0.26937,0.19276,0.62848
D,1.2669e+19,12.293,0.80672,0.23264,0.50838
D,2.478e+19,4.4115,0.32285,0.19925,0.60881
D,1.8137e+19,5.8307,0.15588,0.1926,0.62897
D,1.2823e+19,5.3506,0.24044,0.24157,0.48217
D,6.4355e+18,23.141,0.086272,0.31024,0.30025
D,6.7272e+18,16.129,0.22954,0.29501,0.33692
D,1.8645e+19,3.7735,0.64383,0.15707,0.73464
D,2.2133e+19,11.427,0.89929,0.25825,0.43447
D,1.8728e+19,14.06,1.1628,0.30916,0.30277
D,1.4039e+19,6.8074,0.10671,0.226,0.5281
D,2.0582e+19,9.4637,0.97946,0.30956,0.30185
D,7.5336e+18,18.947,0.24543,0.21525,0.56038
D,8.3883e+18,12.721,0.078475,0.25625,0.44007
D,1.2157e+19,5.4299,0.085066,0.26388,0.41877
D,8.6865e+18,10.208,0.54504,0.27344,0.39273
D,1.1752e+19,6.548,0.073809,0.17197,0.69097
D,9.962e+18,8.3445,0.34324,0.27877,0.37854
D,1.4473e+19,7.5715,0.23939,0.30722,0.30733
D,1.4172e+19,15.953,0.96002,0.27641,0.3848
D,2.3784e+19,3.9454,0.13319,0.22614,0.52769
D,1.6532e+19,4.2403,0.1383,0.17383,0.68542
D,1.1044e+19,9.2929,0.23879,0.30853,0.30426
D,7.7591e+18,13.649,0.047712,0.20471,0.59225
D,1.0813e+19,9.4142,0.15957,0.17859,0.67121
D,7.9853e+18,6.8596,0.10658,0.30035,0.32381
D,1.3289e+19,5.4394,0.037321,0.23241,0.50907
D,2.1067e+19,11.43,1.1398,0.28795,0.35471
D,2.0559e+19,3.677,0.032366,0.16853,0.70116
D,1.3977e+19,4.9563,0.16333,0.27606,0.38574
D,1.9385e+19,6.7812,0.24977,0.28232,0.36924
D,1.5414e+19,6.0231,0.3487,0.30703,0.30779
D,1.3602e+19,13.169,0.54392,0.22712,0.52477
D,5.8577e+18,41.139,0.16422,0.28883,0.35247
D,2.2281e+19,2.6482,0.29574,0.28823,0.35401
D,1.7499e+19,6.1385,0.35887,0.22877,0.51986
D,1.0136e+19,19.531,0.2239,0.3098,0.30129
D,2.2476e+19,6.5905,0.94534,0.29773,0.33022
D,1.8401e+19,13.097,0.69996,0.28523,0.3617
D,1.979e+19,13.432,1.078,0.23457,0.5027
D,1.0404e+19,11.381,0.18062,0.18383,0.65546
D,1.9139e+19,4.4222,0.20034,0.15733,0.73387
D,1.6514e+19,7.9573,0.55286,0.17058,0.69508
D,8.9526e+18,8.8011,0.20294,0.26871,0.40553
D,1.1112e+19,9.7826,0.22589,0.22738,0.52399
D,1.5617e+19,13.547,0.66713,0.29782,0.32997
D,1.577e+19,13.131,0.79835,0.16124,0.72255
D,1.4588e+19,5.3421,0.34797,0.27161,0.39765
