genome_name,assembly_type,genome_size_mb,busco_complete_pct,completeness_pct,n_contigs,gc_pct,n50_kb,is_representative,taxonomy
2D14_S23,SAG,66.77,79.5,83,27908,21.2,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
FP100002877TR_L01_116,SAG,58.93,76.6,84.2,23513,20.79,2.8,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
T2202233897,SAG,54.96,80.8,86.6,22708,20.65,2.7,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
2D15_S7,SAG,67.08,82.5,86,28316,21.15,2.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
co-rumen_bin534,MAG,35.52,49.7,52.6,13077,21.01,2.8,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
co-rumen_bin124,MAG,36.01,46.8,51.5,11252,19.88,3.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
D2114769A,SAG,14.11,55.6,60.3,7846,24.98,1.8,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
FP100002877TR_L01_98,SAG,14.44,54.9,59,7096,22.43,2.1,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
FP100002877TR_L01_71,SAG,18.74,56.2,60.3,8739,21.71,2.3,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
FP100002877TR_L01_75,SAG,12.57,48.5,52.6,6225,22.14,2.1,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
2D19_S26,SAG,43.33,60.2,67.2,11945,19.87,5.3,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
2D18_S40,SAG,35.48,53.8,62.6,10458,20.05,4.8,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium furca
T2202233886,SAG,55.01,76.7,81.4,21700,21.15,2.9,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
T2111217728,SAG,47.22,81.3,83.6,19124,21.61,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
T2111217723,SAG,53.34,80.1,84.2,21600,21.46,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
SRR16953773,SAG,60.2,79.0,84.3,25137,22.25,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
FP100002877TR_L01_83,SAG,44.25,77.2,81.9,18049,21.54,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
T2111217734,SAG,48.05,80.7,84.2,18535,21.39,2.9,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
SRR16953796,SAG,35.26,71.9,75.4,15555,22.11,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
T2111217732,SAG,57.47,80.8,84.3,21682,21.28,3.0,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin1637,MAG,44.62,70.1,73.6,14894,21.4,3.2,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin1470,MAG,37.71,60.2,64.9,13523,21.4,2.9,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin403,MAG,34.25,52.0,57.3,10604,20.94,3.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin19,MAG,35.28,56.7,62.5,12110,21.42,3.1,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin380,MAG,35.06,52.7,56.8,10967,21.22,3.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin542,MAG,32.77,46.8,50.9,11564,21.3,3.0,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin194,MAG,77.78,48.0,50.9,32503,20.59,2.3,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
co-rumen_bin169,MAG,41.07,55.6,59.7,15177,21.9,2.8,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium longinucleatum
T2202233899,SAG,37.0,46.8,57.9,13107,20.76,3.5,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium nanellum
T2111217727,SAG,29.09,67.9,70.8,12956,22.49,2.4,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium ovinum
T2202233880,SAG,57.95,73.7,79,25670,21.1,2.5,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium parvum
T2202233866,SAG,43.96,64.9,68.4,21697,22.93,2.1,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium rectangulatum
FP100002877TR_L01_94,SAG,59.4,72.5,77.2,26404,21.19,2.4,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simplex
FP100002877TR_L01_63,SAG,65.89,69.0,75.4,30927,20.99,2.3,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simplex
FP100002877TR_L01_128,SAG,21.1,43.8,52,10962,22.09,2.0,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simplex
T2202233865,SAG,51.68,73.7,77.2,22648,22.67,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217729,SAG,63.7,75.4,80.1,27200,22.37,2.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
FP100002877TR_L01_96,SAG,58.47,75.5,79.6,25196,22.65,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
SRR16953797,SAG,58.39,70.8,77.2,26141,22.82,2.4,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
SRR16953775,SAG,82.64,71.9,77.7,37404,22.84,2.4,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233900,SAG,63.35,76.0,79.5,28031,22.25,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233908,SAG,58.96,76.0,79.5,26070,22.54,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217726,SAG,69.03,73.6,80.6,30270,22.48,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233883,SAG,60.65,76.6,80.7,26072,22.31,2.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217725,SAG,73.02,75.5,80.2,31774,22.24,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217730,SAG,66.35,76.0,80.1,29007,22.45,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
co-rumen_bin3,MAG,36.59,43.9,53.8,17704,22.91,2.2,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
co-rumen_bin180,MAG,40.67,55.5,64.9,14546,23.46,2.9,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233850,SAG,65.13,77.2,83,28392,22.3,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217742,SAG,73.22,77.2,80.1,30726,22.19,2.7,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233898,SAG,48.35,65.5,71.9,23463,22.88,2.2,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233890,SAG,68.52,80.1,84.8,29946,22.17,2.5,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2111217733,SAG,66.82,79.5,83,28206,22.49,2.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
FP100002877TR_L01_55,SAG,70.44,75.5,81.3,30003,22.42,2.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium simulans
T2202233868,SAG,33.79,67.3,70.2,15646,21.75,2.3,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium vorax
T2202233867,SAG,38.65,67.3,71.4,18086,21.51,2.3,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium vorax
co-rumen_bin6,MAG,60.75,53.8,59.1,27834,22.41,2.1,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG1
co-rumen_bin287,MAG,35.49,56.1,65.5,16523,21.87,2.3,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG2
co-rumen_bin245,MAG,34.82,43.3,52.7,19159,22.54,1.9,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG3
co-rumen_bin405,MAG,43.72,63.8,69.6,15623,21.43,2.9,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG4
co-rumen_bin118,MAG,37.71,52.1,63.8,18049,22.08,2.2,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG4
co-rumen_bin1270,MAG,35.67,47.4,52.1,10886,20.53,3.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG4
co-rumen_bin716,MAG,60.37,57.3,64.9,17495,20.12,3.8,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG5
2D17_S35,SAG,45.68,53.8,62.6,13104,19.87,5.0,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG6
co-rumen_bin395,MAG,24.64,50.9,57.9,12004,22.53,2.1,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG7
T2202233876,SAG,54.22,78.9,83,22144,22.4,2.7,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG8
2D16_S41,SAG,84.45,75.4,80.7,16488,20.65,7.6,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Ophryoscolecidae;g__Entodinium;s__Entodinium sp. RCG9
co-rumen_bin1686,MAG,23.02,78.9,84.7,5191,21.73,5.6,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Spirodiniidae;g__Triadinium;s__Triadinium caudatum
FP100001882BL_L01_556,SAG,8.69,57.3,60.8,2212,24.07,5.7,Yes,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Spirodiniidae;g__Triadinium;s__Triadinium caudatum
co-rumen_bin216,MAG,8.06,59.0,64.8,2701,24.35,3.2,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Spirodiniidae;g__Triadinium;s__Triadinium caudatum
co-reticulum_bin1107,MAG,6.89,47.3,53.1,2764,24.44,2.5,,d__Eukaryota;p__Ciliophora;c__Litostomatea;o__Entodiniomorphida;f__Spirodiniidae;g__Triadinium;s__Triadinium caudatum
